student_id,course_id,completion_status,quiz_score,time_spent,engagement_score,interaction_score
STU00006,CRS00025,Not completed,71,142,0.9167654367721597,0.46735308735443193
STU00006,CRS00494,Not completed,47,21,0.14240275158497462,0.21648055031699492
STU00006,CRS00403,Not completed,73,114,0.6883032364339613,0.4296606472867922
STU00006,CRS00164,Completed,99,128,0.9621573536019202,0.9884314707203841
STU00006,CRS00321,Completed,52,235,0.7003263565500802,0.7480652713100162
STU00007,CRS00474,Not completed,64,52,0.7187244071704484,0.3997448814340897
STU00007,CRS00394,Completed,94,268,0.07270762180617207,0.7905415243612345
STU00007,CRS00481,Completed,82,122,0.333492378758776,0.7946984757517552
STU00007,CRS00496,Completed,88,57,0.23318793749500732,0.7986375874990015
STU00007,CRS00408,Not completed,67,120,0.8719542802577278,0.4423908560515456
STU00007,CRS00494,Not completed,80,291,0.5859581371810628,0.43719162743621265
STU00007,CRS00387,Not completed,73,166,0.8349721100933648,0.45899442201867297
STU00007,CRS00373,Not completed,71,196,0.08227973567859104,0.30045594713571816
STU00007,CRS00349,Completed,86,63,0.8274659519785706,0.9094931903957142
STU00007,CRS00391,Completed,100,73,0.20031196707897136,0.8400623934157944
STU00007,CRS00336,Completed,72,138,0.13808945771633074,0.715617891543266
STU00007,CRS00424,Completed,63,138,0.20287086999177362,0.6925741739983547
STU00007,CRS00223,Completed,75,92,0.35683970953933064,0.7713679419078662
STU00007,CRS00371,Not completed,84,249,0.6615196990941594,0.4683039398188319
STU00007,CRS00339,Completed,65,256,0.2493288557872868,0.7098657711574574
STU00007,CRS00135,Completed,93,238,0.035968826676644916,0.779193765335329
STU00007,CRS00171,Completed,96,144,0.9966206644959128,0.9833241328991826
STU00007,CRS00380,Not completed,93,243,0.4588171627258272,0.4637634325451655
STU00007,CRS00413,Completed,88,143,0.35659500343639483,0.8233190006872789
STU00007,CRS00314,Not completed,70,70,0.8625856119481825,0.4525171223896365
STU00008,CRS00132,Not completed,83,134,0.8405535088755727,0.5001107017751145
STU00008,CRS00012,Completed,64,71,0.528055402855736,0.7616110805711472
STU00008,CRS00092,Completed,73,78,0.23760271450340986,0.7395205429006819
STU00008,CRS00073,Not completed,64,45,0.7699565090797876,0.40999130181595755
STU00008,CRS00101,Completed,66,235,0.8448081814428817,0.8329616362885763
STU00008,CRS00059,Not completed,64,225,0.9845518528549974,0.4529103705709995
STU00008,CRS00116,Not completed,81,149,0.8154380931869272,0.4870876186373855
STU00008,CRS00080,Completed,91,187,0.23441455954627732,0.8108829119092554
STU00008,CRS00081,Completed,75,218,0.6936515110269474,0.8387303022053896
STU00008,CRS00086,Completed,75,60,0.004876602571297628,0.7009753205142596
STU00008,CRS00048,Completed,70,290,0.9156580998838227,0.8631316199767645
STU00008,CRS00033,Completed,77,89,0.3415413955935186,0.7763082791187038
STU00008,CRS00401,Completed,44,203,0.13362975350936745,0.6027259507018735
STU00008,CRS00177,Not completed,38,236,0.424250257520564,0.2368500515041128
STU00008,CRS00036,Completed,85,98,0.05550460031331683,0.7511009200626634
STU00008,CRS00386,Not completed,57,126,0.6810697250846401,0.36421394501692805
STU00008,CRS00166,Completed,70,98,0.4535700352563484,0.7707140070512697
STU00008,CRS00323,Not completed,35,153,0.964753083036522,0.3329506166073044
STU00008,CRS00113,Completed,76,282,0.044648425837294115,0.7129296851674589
STU00008,CRS00364,Not completed,74,236,0.18000032533027444,0.3320000650660549
STU00009,CRS00232,Completed,73,57,0.5224970290225683,0.7964994058045136
STU00009,CRS00173,Not completed,92,267,0.1721006055548695,0.40242012111097397
STU00009,CRS00317,Completed,98,208,0.2553694259338388,0.8430738851867678
STU00009,CRS00210,Not completed,79,291,0.5412307023109945,0.42424614046219894
STU00009,CRS00225,Completed,72,70,0.684137361349974,0.8248274722699948
STU00009,CRS00322,Not completed,77,273,0.33152239716309295,0.37430447943261863
STU00009,CRS00244,Not completed,64,102,0.5697898340752249,0.369957966815045
STU00009,CRS00222,Not completed,84,291,0.011697239212357102,0.33833944784247144
STU00009,CRS00221,Not completed,82,48,0.04991605773886354,0.3379832115477727
STU00009,CRS00316,Completed,79,208,0.5136964119390681,0.8187392823878137
STU00009,CRS00254,Completed,80,123,0.39588040190282603,0.7991760803805653
STU00009,CRS00226,Not completed,72,182,0.6108478065568189,0.4101695613113638
STU00009,CRS00446,Completed,68,191,0.8565518010833804,0.8433103602166762
STU00009,CRS00233,Not completed,77,78,0.10739471125559008,0.32947894225111807
STU00009,CRS00106,Not completed,99,143,0.842515814131728,0.5645031628263456
STU00009,CRS00273,Completed,67,159,0.9226815352970038,0.8525363070594008
STU00009,CRS00175,Completed,92,277,0.9332736642001366,0.9546547328400273
STU00009,CRS00485,Not completed,75,197,0.10581409071502035,0.3211628181430041
STU00009,CRS00013,Completed,79,95,0.021121224096948166,0.7202242448193897
STU00009,CRS00416,Not completed,36,236,0.14248606951450637,0.17249721390290126
STU00010,CRS00015,Completed,65,297,0.9004695370336198,0.840093907406724
STU00010,CRS00014,Not completed,93,132,0.5710385456860375,0.48620770913720757
STU00010,CRS00122,Completed,92,115,0.6241431892046594,0.8928286378409319
STU00010,CRS00167,Completed,86,102,0.03570155740169334,0.7511403114803387
STU00010,CRS00064,Not completed,79,159,0.24078766436895027,0.3641575328737901
STU00010,CRS00062,Completed,67,32,0.21897627960149169,0.7117952559202984
STU00010,CRS00017,Completed,75,294,0.8441576940239377,0.8688315388047876
STU00010,CRS00145,Not completed,60,245,0.13400553709915242,0.2668011074198305
STU00010,CRS00020,Not completed,98,117,0.11289782904649193,0.4145795658092984
STU00010,CRS00164,Completed,90,175,0.25464461599530275,0.8109289231990605
STU00010,CRS00111,Not completed,94,181,0.44655412193835753,0.4653108243876715
STU00010,CRS00085,Not completed,79,77,0.5498666282439467,0.4259733256487894
STU00010,CRS00173,Completed,39,101,0.08893239943562381,0.5737864798871248
STU00010,CRS00341,Completed,62,87,0.6887154525694236,0.7857430905138847
STU00010,CRS00282,Not completed,75,261,0.313758170544185,0.36275163410883704
STU00010,CRS00181,Completed,62,138,0.41127256582782223,0.7302545131655644
STU00010,CRS00139,Completed,72,52,0.2542664113352594,0.7388532822670518
STU00010,CRS00065,Completed,63,193,0.6139568724206399,0.774791374484128
STU00010,CRS00336,Completed,45,186,0.9441365743469216,0.7688273148693844
STU00010,CRS00240,Completed,72,294,0.994371480776703,0.8868742961553405
STU00011,CRS00002,Completed,96,267,0.2706923797475267,0.8381384759495054
STU00011,CRS00166,Completed,91,19,0.5792841388812424,0.8798568277762485
STU00011,CRS00086,Not completed,99,220,0.7073925453062624,0.5374785090612525
STU00011,CRS00095,Not completed,88,185,0.41900207297010206,0.43580041459402047
STU00011,CRS00079,Not completed,89,136,0.017374462753455222,0.3594748925506911
STU00011,CRS00068,Completed,66,27,0.4920621297807707,0.7624124259561542
STU00011,CRS00110,Completed,77,19,0.9526784101976304,0.8985356820395262
STU00011,CRS00048,Not completed,83,136,0.6400149988845169,0.4600029997769034
STU00011,CRS00122,Completed,98,255,0.5100752207253999,0.89401504414508
STU00011,CRS00140,Not completed,92,271,0.09294293592685632,0.3865885871853713
STU00011,CRS00033,Completed,69,140,0.26023446190662447,0.7280468923813248
STU00011,CRS00170,Completed,72,256,0.27096058213909624,0.7421921164278192
STU00011,CRS00288,Completed,44,174,0.5683344542989134,0.6896668908597827
STU00011,CRS00375,Not completed,34,252,0.5071416611630378,0.23742833223260756
STU00011,CRS00106,Not completed,87,52,0.730345087832256,0.4940690175664513
STU00011,CRS00099,Completed,62,46,0.33893770656803424,0.7157875413136069
STU00011,CRS00019,Completed,94,102,0.3349165670207316,0.8429833134041463
STU00011,CRS00149,Not completed,79,72,0.9607409070624585,0.5081481814124917
STU00011,CRS00097,Completed,64,135,0.5804393681702823,0.7720878736340565
STU00011,CRS00368,Completed,65,48,0.00741014272681173,0.6614820285453624
STU00012,CRS00239,Not completed,83,75,0.7441347594799451,0.480826951895989
STU00012,CRS00084,Completed,70,35,0.4677437566185676,0.7735487513237135
STU00012,CRS00174,Completed,78,79,0.7984255443708361,0.8716851088741673
STU00012,CRS00153,Completed,92,229,0.004662831819347346,0.7689325663638695
STU00012,CRS00485,Not completed,85,48,0.5659779349764696,0.45319558699529394
STU00012,CRS00462,Not completed,89,167,0.08851766728634047,0.37370353345726814
STU00012,CRS00470,Completed,94,47,0.37728396040161527,0.8514567920803231
STU00012,CRS00121,Not completed,73,46,0.08839602786568745,0.3096792055731375
STU00012,CRS00475,Not completed,90,208,0.2316430488886937,0.40632860977773877
STU00012,CRS00010,Completed,93,151,0.35447408029516536,0.842894816059033
STU00012,CRS00383,Not completed,72,171,0.9113577250505231,0.4702715450101046
STU00012,CRS00463,Not completed,80,115,0.15510067121542792,0.35102013424308565
STU00012,CRS00334,Not completed,98,81,0.778650163587974,0.5477300327175948
STU00012,CRS00227,Not completed,91,165,0.7892761217246889,0.5218552243449378
STU00012,CRS00368,Not completed,88,205,0.876915549353062,0.5273831098706124
STU00012,CRS00056,Not completed,81,113,0.7060638579007031,0.46521277158014074
STU00012,CRS00347,Completed,68,72,0.7568014441195794,0.823360288823916
STU00012,CRS00466,Completed,72,123,0.8988615793189463,0.8677723158637892
STU00012,CRS00455,Completed,93,177,0.5460999115630605,0.8812199823126121
STU00012,CRS00372,Not completed,90,188,0.8047723042382022,0.5209544608476405
STU00013,CRS00032,Completed,87,224,0.3859307419098179,0.8251861483819636
STU00013,CRS00014,Completed,83,124,0.24273970155397995,0.780547940310796
STU00013,CRS00444,Not completed,80,204,0.6892235652797899,0.4578447130559581
STU00013,CRS00215,Completed,98,214,0.714343626313717,0.9348687252627434
STU00013,CRS00137,Not completed,70,134,0.6280245203991186,0.4056049040798237
STU00013,CRS00450,Completed,74,238,0.240810034787728,0.7441620069575455
STU00013,CRS00118,Not completed,77,106,0.7549421270927745,0.458988425418555
STU00013,CRS00042,Not completed,85,278,0.7426536777592956,0.4885307355518591
STU00013,CRS00105,Not completed,73,209,0.5760089334970703,0.40720178669941404
STU00013,CRS00168,Completed,79,249,0.6418665099240132,0.8443733019848028
STU00013,CRS00023,Completed,93,176,0.09417748021996819,0.7908354960439936
STU00013,CRS00053,Completed,79,35,0.2577252827776665,0.7675450565555334
STU00013,CRS00282,Not completed,73,116,0.3795023784569921,0.3679004756913984
STU00013,CRS00343,Completed,80,115,0.5984089444167718,0.8396817888833544
STU00013,CRS00189,Not completed,93,232,0.6123748504225339,0.49447497008450686
STU00013,CRS00453,Completed,65,295,0.4950476017182026,0.7590095203436406
STU00013,CRS00071,Completed,78,58,0.5571235107850323,0.8234247021570066
STU00013,CRS00182,Completed,87,295,0.34284655077284787,0.8165693101545696
STU00013,CRS00019,Not completed,85,46,0.35556247439642774,0.4111124948792856
STU00013,CRS00263,Completed,87,108,0.6911995744696645,0.886239914893933
STU00014,CRS00089,Completed,73,57,0.4247151211688631,0.7769430242337726
STU00014,CRS00148,Not completed,61,183,0.5165967975662918,0.3473193595132584
STU00014,CRS00004,Not completed,76,207,0.07111142981427332,0.31822228596285473
STU00014,CRS00024,Completed,61,82,0.03031242861614236,0.6500624857232284
STU00014,CRS00076,Not completed,94,76,0.5259832043868526,0.4811966408773705
STU00014,CRS00109,Not completed,67,225,0.9027898500396353,0.4485579700079271
STU00014,CRS00006,Completed,81,217,0.02525645032886048,0.7290512900657722
STU00014,CRS00073,Not completed,69,98,0.6823255049169219,0.41246510098338435
STU00014,CRS00117,Completed,100,61,0.0060131235263019,0.8012026247052604
STU00014,CRS00120,Completed,77,271,0.9832295500130871,0.9046459100026175
STU00014,CRS00101,Not completed,80,199,0.6126493240492202,0.44252986480984413
STU00014,CRS00158,Completed,65,115,0.944652293690898,0.8489304587381796
STU00014,CRS00225,Not completed,38,295,0.8774009155544937,0.32748018311089877
STU00014,CRS00313,Completed,61,104,0.66582812099495,0.77716562419899
STU00014,CRS00268,Not completed,50,33,0.4199344967923796,0.28398689935847593
STU00014,CRS00401,Completed,46,22,0.7595327756628035,0.7359065551325608
STU00014,CRS00140,Completed,83,177,0.6193689836915179,0.8558737967383035
STU00014,CRS00170,Not completed,60,244,0.23718862299342403,0.2874377245986848
STU00014,CRS00039,Completed,62,295,0.42994513447347604,0.7339890268946953
STU00014,CRS00336,Completed,42,176,0.22132190903301308,0.6122643818066027
STU00015,CRS00114,Not completed,85,156,0.9987049785190203,0.5397409957038041
STU00015,CRS00098,Not completed,92,202,0.0793748580984529,0.38387497161969064
STU00015,CRS00045,Completed,67,232,0.10545107100464102,0.6890902142009282
STU00015,CRS00004,Completed,91,200,0.16923808645551175,0.7978476172911023
STU00015,CRS00044,Completed,61,67,0.3842675853462668,0.7208535170692534
STU00015,CRS00141,Completed,67,235,0.48017556124847105,0.7640351122496942
STU00015,CRS00056,Completed,68,242,0.9774872173869963,0.8674974434773993
STU00015,CRS00155,Completed,84,221,0.2445712294339476,0.7849142458867895
STU00015,CRS00041,Not completed,71,286,0.5293247889815873,0.38986495779631747
STU00015,CRS00065,Completed,86,200,0.8498564070096939,0.9139712814019387
STU00015,CRS00034,Completed,74,96,0.37737966003354095,0.7714759320067082
STU00015,CRS00138,Not completed,93,105,0.6261828006694224,0.4972365601338845
STU00015,CRS00148,Not completed,99,224,0.8153164858697602,0.5590632971739521
STU00015,CRS00225,Completed,75,112,0.1904267357247299,0.738085347144946
STU00015,CRS00063,Completed,78,168,0.4407018731851645,0.800140374637033
STU00015,CRS00339,Completed,47,222,0.015017732040325749,0.5910035464080652
STU00015,CRS00064,Completed,89,50,0.5514240753173921,0.8662848150634784
STU00015,CRS00123,Not completed,100,161,0.2319162215888716,0.4463832443177743
STU00015,CRS00296,Not completed,44,280,0.6756736067500916,0.31113472135001835
STU00015,CRS00487,Not completed,61,139,0.3806283066233259,0.3201256613246652
STU00016,CRS00262,Not completed,87,60,0.7048964782040068,0.4889792956408014
STU00016,CRS00179,Not completed,75,151,0.9121636992656512,0.4824327398531303
STU00016,CRS00310,Completed,94,196,0.3223747431935322,0.8404749486387064
STU00016,CRS00255,Not completed,67,125,0.4203834950972962,0.35207669901945926
STU00016,CRS00296,Completed,100,20,0.41255208319355907,0.8825104166387119
STU00016,CRS00206,Completed,82,17,0.42761725425373387,0.8135234508507467
STU00016,CRS00228,Not completed,63,105,0.49679638955882344,0.3513592779117647
STU00016,CRS00326,Completed,90,132,0.6629312685394985,0.8925862537078997
STU00016,CRS00209,Not completed,92,21,0.32218785836733044,0.43243757167346614
STU00016,CRS00263,Completed,62,97,0.0691845497521002,0.6618369099504201
STU00016,CRS00331,Completed,94,201,0.11978464476086892,0.7999569289521739
STU00016,CRS00264,Completed,60,298,0.5121429292395456,0.7424285858479092
STU00016,CRS00058,Completed,96,204,0.8818552082448489,0.9603710416489698
STU00016,CRS00437,Completed,49,33,0.07230148261070424,0.610460296522141
STU00016,CRS00011,Not completed,70,258,0.4730380185429002,0.37460760370858004
STU00016,CRS00252,Not completed,73,74,0.3589436908755861,0.3637887381751172
STU00016,CRS00165,Completed,73,159,0.3438574232031951,0.7607714846406389
STU00016,CRS00089,Completed,74,245,0.7056154687503643,0.8371230937500729
STU00016,CRS00283,Not completed,80,162,0.31909730662263935,0.38381946132452793
STU00016,CRS00233,Completed,95,126,0.8718256747599483,0.9543651349519897
STU00017,CRS00102,Completed,84,86,0.34866663741833614,0.8057333274836672
STU00017,CRS00083,Completed,99,277,0.44326413730555325,0.8846528274611107
STU00017,CRS00112,Completed,77,255,0.6867946543317095,0.845358930866342
STU00017,CRS00082,Completed,75,298,0.9040923767487139,0.8808184753497429
STU00017,CRS00075,Not completed,75,50,0.9730208549905155,0.49460417099810317
STU00017,CRS00046,Not completed,73,97,0.5218683766966499,0.39637367533933
STU00017,CRS00037,Not completed,81,206,0.702943622543929,0.46458872450878586
STU00017,CRS00069,Completed,67,88,0.9102482461202396,0.8500496492240479
STU00017,CRS00026,Not completed,65,32,0.012030841108316648,0.26240616822166335
STU00017,CRS00128,Completed,82,180,0.9120080564377339,0.9104016112875468
STU00017,CRS00067,Completed,66,228,0.09567389908570867,0.6831347798171418
STU00017,CRS00123,Completed,80,106,0.7585207840424263,0.8717041568084853
STU00017,CRS00461,Not completed,31,131,0.5697235780647171,0.23794471561294342
STU00017,CRS00414,Not completed,78,237,0.6919753827226214,0.4503950765445244
STU00017,CRS00495,Completed,48,114,0.6943793207806461,0.7308758641561293
STU00017,CRS00355,Not completed,73,175,0.3240970258741581,0.3568194051748316
STU00017,CRS00134,Completed,64,194,0.3006805021208061,0.7161361004241612
STU00017,CRS00266,Not completed,43,121,0.9372477431634552,0.3594495486326911
STU00017,CRS00278,Not completed,65,115,0.7084586166232097,0.401691723324642
STU00017,CRS00013,Completed,65,225,0.4559772191861857,0.7511954438372372
STU00018,CRS00032,Completed,98,41,0.37350488355945566,0.8667009767118912
STU00018,CRS00145,Not completed,95,192,0.48895856542996996,0.477791713085994
STU00018,CRS00042,Not completed,62,108,0.19917188941520192,0.2878343778830404
STU00018,CRS00072,Not completed,83,296,0.9630756446727867,0.5246151289345573
STU00018,CRS00056,Not completed,86,271,0.6724926959853632,0.47849853919707264
STU00018,CRS00088,Not completed,68,171,0.6409817964301647,0.400196359286033
STU00018,CRS00096,Not completed,95,140,0.9566583055147749,0.571331661102955
STU00018,CRS00070,Not completed,79,142,0.8770467312700228,0.4914093462540046
STU00018,CRS00009,Completed,75,178,0.483275699029424,0.7966551398058849
STU00018,CRS00045,Completed,79,134,0.722937310419416,0.8605874620838833
STU00018,CRS00047,Completed,78,213,0.45133146538074675,0.8022662930761495
STU00018,CRS00053,Not completed,89,271,0.7909270185069509,0.5141854037013902
STU00018,CRS00115,Completed,83,54,0.5816523296053613,0.8483304659210722
STU00018,CRS00453,Not completed,67,97,0.5451008931504246,0.37702017863008497
STU00018,CRS00084,Not completed,69,279,0.22760619872841814,0.3215212397456836
STU00018,CRS00484,Not completed,51,294,0.5226224908650563,0.3085244981730113
STU00018,CRS00079,Not completed,76,141,0.018158539202420387,0.3076317078404841
STU00018,CRS00184,Not completed,58,75,0.18222063951765377,0.2684441279035307
STU00018,CRS00325,Completed,39,16,0.3721951778325824,0.6304390355665165
STU00018,CRS00157,Completed,68,123,0.8979924867948371,0.8515984973589674
STU00019,CRS00499,Completed,90,65,0.8617937223249423,0.9323587444649885
STU00019,CRS00440,Completed,85,287,0.17649531289439713,0.7752990625788794
STU00019,CRS00432,Completed,61,163,0.2984273384616243,0.7036854676923249
STU00019,CRS00477,Completed,97,179,0.03979488693685573,0.7959589773873712
STU00019,CRS00389,Not completed,67,128,0.3157224810367949,0.331144496207359
STU00019,CRS00498,Completed,94,41,0.6964927423392479,0.9152985484678496
STU00019,CRS00476,Not completed,94,85,0.6436852857986867,0.5047370571597374
STU00019,CRS00421,Not completed,82,192,0.5705629963036652,0.4421125992607331
STU00019,CRS00362,Completed,99,149,0.3141477146687496,0.8588295429337499
STU00019,CRS00418,Completed,80,236,0.283422989859632,0.7766845979719265
STU00019,CRS00393,Not completed,61,137,0.4560101250682723,0.3352020250136545
STU00019,CRS00353,Completed,82,246,0.9622744190129235,0.9204548838025847
STU00019,CRS00340,Completed,78,289,0.7879162818365629,0.8695832563673127
