student_id,course_id,completion_status,quiz_score,time_spent,engagement_score,interaction_score,completion_encoded
STU00007,CRS00496,Completed,88,57,0.2331879374950073,0.7986375874990015,1
STU00007,CRS00408,Not completed,67,120,0.8719542802577278,0.4423908560515456,0
STU00007,CRS00494,Not completed,80,291,0.5859581371810628,0.4371916274362126,0
STU00007,CRS00387,Not completed,73,166,0.8349721100933648,0.4589944220186729,0
STU00007,CRS00373,Not completed,71,196,0.082279735678591,0.3004559471357181,0
STU00007,CRS00349,Completed,86,63,0.8274659519785706,0.9094931903957142,1
STU00007,CRS00391,Completed,100,73,0.2003119670789713,0.8400623934157944,1
STU00007,CRS00336,Completed,72,138,0.1380894577163307,0.715617891543266,1
STU00007,CRS00424,Completed,63,138,0.2028708699917736,0.6925741739983547,1
STU00007,CRS00223,Completed,75,92,0.3568397095393306,0.7713679419078662,1
STU00007,CRS00371,Not completed,84,249,0.6615196990941594,0.4683039398188319,0
STU00007,CRS00339,Completed,65,256,0.2493288557872868,0.7098657711574574,1
STU00007,CRS00135,Completed,93,238,0.0359688266766449,0.779193765335329,1
STU00007,CRS00171,Completed,96,144,0.9966206644959128,0.9833241328991826,1
STU00007,CRS00380,Not completed,93,243,0.4588171627258272,0.4637634325451655,0
STU00007,CRS00413,Completed,88,143,0.3565950034363948,0.8233190006872789,1
STU00007,CRS00314,Not completed,70,70,0.8625856119481825,0.4525171223896365,0
STU00008,CRS00132,Not completed,83,134,0.8405535088755727,0.5001107017751145,0
STU00008,CRS00012,Completed,64,71,0.528055402855736,0.7616110805711472,1
STU00008,CRS00092,Completed,73,78,0.2376027145034098,0.7395205429006819,1
STU00008,CRS00073,Not completed,64,45,0.7699565090797876,0.4099913018159575,0
STU00008,CRS00101,Completed,66,235,0.8448081814428817,0.8329616362885763,1
STU00008,CRS00059,Not completed,64,225,0.9845518528549974,0.4529103705709995,0
STU00008,CRS00116,Not completed,81,149,0.8154380931869272,0.4870876186373855,0
STU00008,CRS00080,Completed,91,187,0.2344145595462773,0.8108829119092554,1
STU00008,CRS00081,Completed,75,218,0.6936515110269474,0.8387303022053896,1
STU00008,CRS00086,Completed,75,60,0.0048766025712976,0.7009753205142596,1
STU00008,CRS00048,Completed,70,290,0.9156580998838229,0.8631316199767645,1
STU00008,CRS00033,Completed,77,89,0.3415413955935186,0.7763082791187038,1
STU00008,CRS00401,Completed,44,203,0.1336297535093674,0.6027259507018735,1
STU00008,CRS00177,Not completed,38,236,0.424250257520564,0.2368500515041128,0
STU00008,CRS00036,Completed,85,98,0.0555046003133168,0.7511009200626634,1
STU00008,CRS00386,Not completed,57,126,0.6810697250846401,0.364213945016928,0
STU00008,CRS00166,Completed,70,98,0.4535700352563484,0.7707140070512697,1
STU00008,CRS00323,Not completed,35,153,0.964753083036522,0.3329506166073044,0
STU00008,CRS00113,Completed,76,282,0.0446484258372941,0.7129296851674589,1
STU00008,CRS00364,Not completed,74,236,0.1800003253302744,0.3320000650660549,0
STU00009,CRS00232,Completed,73,57,0.5224970290225683,0.7964994058045136,1
STU00009,CRS00173,Not completed,92,267,0.1721006055548695,0.4024201211109739,0
STU00009,CRS00317,Completed,98,208,0.2553694259338388,0.8430738851867678,1
STU00009,CRS00210,Not completed,79,291,0.5412307023109945,0.4242461404621989,0
STU00009,CRS00225,Completed,72,70,0.684137361349974,0.8248274722699948,1
STU00009,CRS00322,Not completed,77,273,0.3315223971630929,0.3743044794326186,0
STU00009,CRS00244,Not completed,64,102,0.5697898340752249,0.369957966815045,0
STU00009,CRS00222,Not completed,84,291,0.0116972392123571,0.3383394478424714,0
STU00009,CRS00221,Not completed,82,48,0.0499160577388635,0.3379832115477727,0
STU00009,CRS00316,Completed,79,208,0.5136964119390681,0.8187392823878137,1
STU00009,CRS00254,Completed,80,123,0.395880401902826,0.7991760803805653,1
STU00009,CRS00226,Not completed,72,182,0.6108478065568189,0.4101695613113638,0
STU00009,CRS00446,Completed,68,191,0.8565518010833804,0.8433103602166762,1
STU00009,CRS00233,Not completed,77,78,0.10739471125559,0.329478942251118,0
STU00009,CRS00106,Not completed,99,143,0.842515814131728,0.5645031628263456,0
STU00009,CRS00273,Completed,67,159,0.9226815352970038,0.8525363070594008,1
STU00009,CRS00175,Completed,92,277,0.9332736642001366,0.9546547328400272,1
STU00009,CRS00485,Not completed,75,197,0.1058140907150203,0.3211628181430041,0
STU00009,CRS00013,Completed,79,95,0.0211212240969481,0.7202242448193897,1
STU00009,CRS00416,Not completed,36,236,0.1424860695145063,0.1724972139029012,0
STU00010,CRS00015,Completed,65,297,0.9004695370336198,0.840093907406724,1
STU00010,CRS00014,Not completed,93,132,0.5710385456860375,0.4862077091372075,0
STU00010,CRS00122,Completed,92,115,0.6241431892046594,0.8928286378409319,1
STU00010,CRS00167,Completed,86,102,0.0357015574016933,0.7511403114803387,1
STU00010,CRS00064,Not completed,79,159,0.2407876643689502,0.3641575328737901,0
STU00010,CRS00062,Completed,67,32,0.2189762796014916,0.7117952559202984,1
STU00010,CRS00017,Completed,75,294,0.8441576940239377,0.8688315388047876,1
STU00010,CRS00145,Not completed,60,245,0.1340055370991524,0.2668011074198305,0
STU00010,CRS00020,Not completed,98,117,0.1128978290464919,0.4145795658092984,0
STU00010,CRS00164,Completed,90,175,0.2546446159953027,0.8109289231990605,1
STU00010,CRS00111,Not completed,94,181,0.4465541219383575,0.4653108243876715,0
STU00010,CRS00085,Not completed,79,77,0.5498666282439467,0.4259733256487894,0
STU00010,CRS00173,Completed,39,101,0.0889323994356238,0.5737864798871248,1
STU00010,CRS00341,Completed,62,87,0.6887154525694236,0.7857430905138847,1
STU00010,CRS00282,Not completed,75,261,0.313758170544185,0.362751634108837,0
STU00010,CRS00181,Completed,62,138,0.4112725658278222,0.7302545131655644,1
STU00010,CRS00139,Completed,72,52,0.2542664113352594,0.7388532822670518,1
STU00010,CRS00065,Completed,63,193,0.6139568724206399,0.774791374484128,1
STU00010,CRS00336,Completed,45,186,0.9441365743469216,0.7688273148693844,1
STU00010,CRS00240,Completed,72,294,0.994371480776703,0.8868742961553405,1
STU00011,CRS00002,Completed,96,267,0.2706923797475267,0.8381384759495054,1
STU00011,CRS00166,Completed,91,19,0.5792841388812424,0.8798568277762485,1
STU00011,CRS00086,Not completed,99,220,0.7073925453062624,0.5374785090612525,0
STU00011,CRS00095,Not completed,88,185,0.419002072970102,0.4358004145940204,0
STU00011,CRS00079,Not completed,89,136,0.0173744627534552,0.3594748925506911,0
STU00011,CRS00068,Completed,66,27,0.4920621297807707,0.7624124259561542,1
STU00011,CRS00110,Completed,77,19,0.9526784101976304,0.8985356820395262,1
STU00011,CRS00048,Not completed,83,136,0.6400149988845169,0.4600029997769034,0
STU00011,CRS00122,Completed,98,255,0.5100752207253999,0.89401504414508,1
STU00011,CRS00140,Not completed,92,271,0.0929429359268563,0.3865885871853713,0
STU00011,CRS00033,Completed,69,140,0.2602344619066244,0.7280468923813248,1
STU00011,CRS00170,Completed,72,256,0.2709605821390962,0.7421921164278192,1
STU00011,CRS00288,Completed,44,174,0.5683344542989134,0.6896668908597827,1
STU00011,CRS00375,Not completed,34,252,0.5071416611630378,0.2374283322326075,0
STU00011,CRS00106,Not completed,87,52,0.730345087832256,0.4940690175664513,0
STU00011,CRS00099,Completed,62,46,0.3389377065680342,0.7157875413136069,1
STU00011,CRS00019,Completed,94,102,0.3349165670207316,0.8429833134041463,1
STU00011,CRS00149,Not completed,79,72,0.9607409070624584,0.5081481814124917,0
STU00011,CRS00097,Completed,64,135,0.5804393681702823,0.7720878736340565,1
STU00011,CRS00368,Completed,65,48,0.0074101427268117,0.6614820285453624,1
STU00012,CRS00239,Not completed,83,75,0.7441347594799451,0.480826951895989,0
STU00012,CRS00084,Completed,70,35,0.4677437566185676,0.7735487513237135,1
STU00012,CRS00174,Completed,78,79,0.7984255443708361,0.8716851088741673,1
STU00012,CRS00153,Completed,92,229,0.0046628318193473,0.7689325663638695,1
STU00012,CRS00485,Not completed,85,48,0.5659779349764696,0.4531955869952939,0
STU00012,CRS00462,Not completed,89,167,0.0885176672863404,0.3737035334572681,0
STU00012,CRS00470,Completed,94,47,0.3772839604016152,0.8514567920803231,1
STU00012,CRS00121,Not completed,73,46,0.0883960278656874,0.3096792055731375,0
STU00012,CRS00475,Not completed,90,208,0.2316430488886937,0.4063286097777387,0
STU00012,CRS00010,Completed,93,151,0.3544740802951653,0.842894816059033,1
STU00012,CRS00383,Not completed,72,171,0.9113577250505231,0.4702715450101046,0
STU00012,CRS00463,Not completed,80,115,0.1551006712154279,0.3510201342430856,0
STU00012,CRS00334,Not completed,98,81,0.778650163587974,0.5477300327175948,0
STU00012,CRS00227,Not completed,91,165,0.7892761217246889,0.5218552243449378,0
STU00012,CRS00368,Not completed,88,205,0.876915549353062,0.5273831098706124,0
STU00012,CRS00056,Not completed,81,113,0.7060638579007031,0.4652127715801407,0
STU00012,CRS00347,Completed,68,72,0.7568014441195794,0.823360288823916,1
STU00012,CRS00466,Completed,72,123,0.8988615793189463,0.8677723158637892,1
STU00012,CRS00455,Completed,93,177,0.5460999115630605,0.8812199823126121,1
STU00012,CRS00372,Not completed,90,188,0.8047723042382022,0.5209544608476405,0
STU00013,CRS00032,Completed,87,224,0.3859307419098179,0.8251861483819636,1
STU00013,CRS00014,Completed,83,124,0.2427397015539799,0.780547940310796,1
STU00013,CRS00444,Not completed,80,204,0.6892235652797899,0.4578447130559581,0
STU00013,CRS00215,Completed,98,214,0.714343626313717,0.9348687252627434,1
STU00013,CRS00137,Not completed,70,134,0.6280245203991186,0.4056049040798237,0
STU00013,CRS00450,Completed,74,238,0.240810034787728,0.7441620069575455,1
STU00013,CRS00118,Not completed,77,106,0.7549421270927745,0.458988425418555,0
STU00013,CRS00042,Not completed,85,278,0.7426536777592956,0.4885307355518591,0
STU00013,CRS00105,Not completed,73,209,0.5760089334970703,0.407201786699414,0
STU00013,CRS00168,Completed,79,249,0.6418665099240132,0.8443733019848028,1
STU00013,CRS00023,Completed,93,176,0.0941774802199681,0.7908354960439936,1
STU00013,CRS00053,Completed,79,35,0.2577252827776665,0.7675450565555334,1
STU00013,CRS00282,Not completed,73,116,0.3795023784569921,0.3679004756913984,0
STU00013,CRS00343,Completed,80,115,0.5984089444167718,0.8396817888833544,1
STU00013,CRS00189,Not completed,93,232,0.6123748504225339,0.4944749700845068,0
STU00013,CRS00453,Completed,65,295,0.4950476017182026,0.7590095203436406,1
STU00013,CRS00071,Completed,78,58,0.5571235107850323,0.8234247021570066,1
STU00013,CRS00182,Completed,87,295,0.3428465507728478,0.8165693101545696,1
STU00013,CRS00019,Not completed,85,46,0.3555624743964277,0.4111124948792856,0
STU00013,CRS00263,Completed,87,108,0.6911995744696645,0.886239914893933,1
STU00014,CRS00089,Completed,73,57,0.4247151211688631,0.7769430242337726,1
STU00014,CRS00148,Not completed,61,183,0.5165967975662918,0.3473193595132584,0
STU00014,CRS00004,Not completed,76,207,0.0711114298142733,0.3182222859628547,0
STU00014,CRS00024,Completed,61,82,0.0303124286161423,0.6500624857232284,1
STU00014,CRS00076,Not completed,94,76,0.5259832043868526,0.4811966408773705,0
STU00014,CRS00109,Not completed,67,225,0.9027898500396352,0.4485579700079271,0
STU00014,CRS00006,Completed,81,217,0.0252564503288604,0.7290512900657722,1
STU00014,CRS00073,Not completed,69,98,0.6823255049169219,0.4124651009833843,0
STU00014,CRS00117,Completed,100,61,0.0060131235263019,0.8012026247052604,1
STU00014,CRS00120,Completed,77,271,0.9832295500130872,0.9046459100026176,1
STU00014,CRS00101,Not completed,80,199,0.6126493240492202,0.4425298648098441,0
STU00014,CRS00158,Completed,65,115,0.944652293690898,0.8489304587381796,1
STU00014,CRS00225,Not completed,38,295,0.8774009155544937,0.3274801831108987,0
STU00014,CRS00313,Completed,61,104,0.66582812099495,0.77716562419899,1
STU00014,CRS00268,Not completed,50,33,0.4199344967923796,0.2839868993584759,0
STU00014,CRS00401,Completed,46,22,0.7595327756628035,0.7359065551325608,1
STU00014,CRS00140,Completed,83,177,0.6193689836915179,0.8558737967383035,1
STU00014,CRS00170,Not completed,60,244,0.237188622993424,0.2874377245986848,0
STU00014,CRS00039,Completed,62,295,0.429945134473476,0.7339890268946953,1
STU00014,CRS00336,Completed,42,176,0.221321909033013,0.6122643818066027,1
STU00015,CRS00114,Not completed,85,156,0.9987049785190204,0.5397409957038041,0
STU00015,CRS00098,Not completed,92,202,0.0793748580984529,0.3838749716196906,0
STU00015,CRS00045,Completed,67,232,0.105451071004641,0.6890902142009282,1
STU00015,CRS00004,Completed,91,200,0.1692380864555117,0.7978476172911023,1
STU00015,CRS00044,Completed,61,67,0.3842675853462668,0.7208535170692534,1
STU00015,CRS00141,Completed,67,235,0.480175561248471,0.7640351122496942,1
STU00015,CRS00056,Completed,68,242,0.9774872173869964,0.8674974434773993,1
STU00015,CRS00155,Completed,84,221,0.2445712294339476,0.7849142458867895,1
STU00015,CRS00041,Not completed,71,286,0.5293247889815873,0.3898649577963174,0
STU00015,CRS00065,Completed,86,200,0.8498564070096939,0.9139712814019388,1
STU00015,CRS00034,Completed,74,96,0.3773796600335409,0.7714759320067082,1
STU00015,CRS00138,Not completed,93,105,0.6261828006694224,0.4972365601338845,0
STU00015,CRS00148,Not completed,99,224,0.8153164858697602,0.5590632971739521,0
STU00015,CRS00225,Completed,75,112,0.1904267357247299,0.738085347144946,1
STU00015,CRS00063,Completed,78,168,0.4407018731851645,0.800140374637033,1
STU00015,CRS00339,Completed,47,222,0.0150177320403257,0.5910035464080652,1
STU00015,CRS00064,Completed,89,50,0.5514240753173921,0.8662848150634784,1
STU00015,CRS00123,Not completed,100,161,0.2319162215888716,0.4463832443177743,0
STU00015,CRS00296,Not completed,44,280,0.6756736067500916,0.3111347213500183,0
STU00015,CRS00487,Not completed,61,139,0.3806283066233259,0.3201256613246652,0
STU00016,CRS00262,Not completed,87,60,0.7048964782040068,0.4889792956408014,0
STU00016,CRS00179,Not completed,75,151,0.9121636992656512,0.4824327398531303,0
STU00016,CRS00310,Completed,94,196,0.3223747431935322,0.8404749486387064,1
STU00016,CRS00255,Not completed,67,125,0.4203834950972962,0.3520766990194592,0
STU00016,CRS00296,Completed,100,20,0.412552083193559,0.8825104166387119,1
STU00016,CRS00206,Completed,82,17,0.4276172542537338,0.8135234508507467,1
STU00016,CRS00228,Not completed,63,105,0.4967963895588234,0.3513592779117647,0
STU00016,CRS00326,Completed,90,132,0.6629312685394985,0.8925862537078997,1
STU00016,CRS00209,Not completed,92,21,0.3221878583673304,0.4324375716734661,0
STU00016,CRS00263,Completed,62,97,0.0691845497521002,0.6618369099504201,1
STU00016,CRS00331,Completed,94,201,0.1197846447608689,0.7999569289521739,1
STU00016,CRS00264,Completed,60,298,0.5121429292395456,0.7424285858479092,1
STU00016,CRS00058,Completed,96,204,0.8818552082448489,0.9603710416489698,1
STU00016,CRS00437,Completed,49,33,0.0723014826107042,0.610460296522141,1
STU00016,CRS00011,Not completed,70,258,0.4730380185429002,0.37460760370858,0
STU00016,CRS00252,Not completed,73,74,0.3589436908755861,0.3637887381751172,0
STU00016,CRS00165,Completed,73,159,0.3438574232031951,0.7607714846406389,1
STU00016,CRS00089,Completed,74,245,0.7056154687503643,0.8371230937500729,1
STU00016,CRS00283,Not completed,80,162,0.3190973066226393,0.3838194613245279,0
STU00016,CRS00233,Completed,95,126,0.8718256747599483,0.9543651349519896,1
STU00017,CRS00102,Completed,84,86,0.3486666374183361,0.8057333274836672,1
STU00017,CRS00083,Completed,99,277,0.4432641373055532,0.8846528274611107,1
STU00017,CRS00112,Completed,77,255,0.6867946543317095,0.845358930866342,1
STU00017,CRS00082,Completed,75,298,0.904092376748714,0.8808184753497429,1
STU00017,CRS00075,Not completed,75,50,0.9730208549905156,0.4946041709981031,0
STU00017,CRS00046,Not completed,73,97,0.5218683766966499,0.39637367533933,0
STU00017,CRS00037,Not completed,81,206,0.702943622543929,0.4645887245087858,0
STU00017,CRS00069,Completed,67,88,0.9102482461202396,0.8500496492240479,1
STU00017,CRS00026,Not completed,65,32,0.0120308411083166,0.2624061682216633,0
STU00017,CRS00128,Completed,82,180,0.912008056437734,0.9104016112875468,1
STU00017,CRS00067,Completed,66,228,0.0956738990857086,0.6831347798171418,1
STU00017,CRS00123,Completed,80,106,0.7585207840424263,0.8717041568084853,1
STU00017,CRS00461,Not completed,31,131,0.5697235780647171,0.2379447156129434,0
STU00017,CRS00414,Not completed,78,237,0.6919753827226214,0.4503950765445244,0
STU00017,CRS00495,Completed,48,114,0.6943793207806461,0.7308758641561293,1
STU00017,CRS00355,Not completed,73,175,0.3240970258741581,0.3568194051748316,0
STU00017,CRS00134,Completed,64,194,0.3006805021208061,0.7161361004241612,1
STU00017,CRS00266,Not completed,43,121,0.9372477431634552,0.3594495486326911,0
STU00017,CRS00278,Not completed,65,115,0.7084586166232097,0.401691723324642,0
STU00017,CRS00013,Completed,65,225,0.4559772191861857,0.7511954438372372,1
STU00018,CRS00032,Completed,98,41,0.3735048835594556,0.8667009767118912,1
STU00018,CRS00145,Not completed,95,192,0.4889585654299699,0.477791713085994,0
STU00018,CRS00042,Not completed,62,108,0.1991718894152019,0.2878343778830404,0
STU00018,CRS00072,Not completed,83,296,0.9630756446727868,0.5246151289345573,0
STU00018,CRS00056,Not completed,86,271,0.6724926959853632,0.4784985391970726,0
STU00018,CRS00088,Not completed,68,171,0.6409817964301647,0.400196359286033,0
STU00018,CRS00096,Not completed,95,140,0.9566583055147748,0.571331661102955,0
STU00018,CRS00070,Not completed,79,142,0.8770467312700228,0.4914093462540046,0
STU00018,CRS00009,Completed,75,178,0.483275699029424,0.7966551398058849,1
STU00018,CRS00045,Completed,79,134,0.722937310419416,0.8605874620838833,1
STU00018,CRS00047,Completed,78,213,0.4513314653807467,0.8022662930761495,1
STU00018,CRS00053,Not completed,89,271,0.7909270185069509,0.5141854037013902,0
STU00018,CRS00115,Completed,83,54,0.5816523296053613,0.8483304659210722,1
STU00018,CRS00453,Not completed,67,97,0.5451008931504246,0.3770201786300849,0
STU00018,CRS00084,Not completed,69,279,0.2276061987284181,0.3215212397456836,0
